config_id,train_time,accuracy
4.204212666,0.021177292,91.03641457
4.250855446,0.022922039,91.03641457
4.314450741,0.021887779,88.79551821
4.212651491,0.02124095,88.79551821
4.357851028,0.022766352,90.19607843
4.253693819,0.021522284,90.19607843
4.431172371,0.027092218,88.23529412
4.710621119,0.022891998,88.23529412
6.995064497,0.02454114,90.47619048
7.059353113,0.023134708,90.47619048
6.929654598,0.022460222,89.3557423
6.929090261,0.024012566,89.3557423
7.015126228,0.023315191,89.3557423
7.032507181,0.023032427,89.3557423
7.099682808,0.021758318,88.23529412
7.102975368,0.022832632,88.23529412
4.34992528,0.025072336,88.79551821
4.085096359,0.024084806,88.79551821
4.411587,0.023099661,89.07563025
4.15611434,0.023439407,89.07563025
4.153197765,0.021215677,89.91596639
4.338097572,0.030987978,89.91596639
4.292851448,0.024251938,88.79551821
4.185328484,0.023061514,88.79551821
6.809030056,0.021962643,91.03641457
6.993149757,0.023802042,91.03641457
7.005512238,0.023532152,89.3557423
7.171186447,0.023774147,89.3557423
6.865565777,0.022685528,90.19607843
6.837286711,0.022340536,90.19607843
6.815313816,0.02153039,89.63585434
6.840713978,0.023276091,89.63585434
4.248583317,0.023472071,91.03641457
4.231042147,0.02233386,91.03641457
4.280351162,0.021473169,88.79551821
4.245104313,0.023580074,88.79551821
4.242316723,0.022959948,90.19607843
4.210551977,0.022170305,90.19607843
4.266141415,0.02276063,88.23529412
4.442695856,0.023027182,88.23529412
6.971152782,0.021456003,90.47619048
6.856479168,0.022306204,90.47619048
6.971022844,0.023063421,89.3557423
6.871712685,0.023361444,89.3557423
6.835029602,0.024695635,89.3557423
6.883856773,0.021100521,89.3557423
6.920585394,0.021897793,88.23529412
7.030667543,0.022903442,88.23529412
4.318639994,0.024077892,88.79551821
4.177594423,0.022021294,88.79551821
4.106695175,0.023366213,89.07563025
4.068928242,0.025382757,89.07563025
4.118543148,0.021625996,89.91596639
4.037541866,0.021675825,89.91596639
4.071195602,0.022669554,88.79551821
4.075652838,0.022150517,88.79551821
6.733614206,0.021119118,91.03641457
6.719479561,0.027213097,91.03641457
6.789952755,0.021950722,89.3557423
6.928618908,0.025033474,89.3557423
6.952732325,0.021576643,90.19607843
6.912620306,0.021360159,90.19607843
6.856925011,0.022153378,89.63585434
6.78881979,0.02419591,89.63585434
4.314827919,0.021175385,82.07282913
4.249762774,0.021869898,82.07282913
4.237660646,0.022456884,82.07282913
4.229117632,0.022848368,82.07282913
4.252729416,0.022303343,81.51260504
4.210609913,0.024133205,81.51260504
4.420457602,0.026728392,81.232493
4.559291124,0.023910761,81.232493
6.973114967,0.022974014,71.42857143
6.897921085,0.023393154,71.42857143
6.936531067,0.020904303,71.42857143
6.901305676,0.021915674,71.42857143
6.954142809,0.022259712,70.0280112
7.017999411,0.021515846,70.0280112
6.969513893,0.022226572,69.46778711
7.010348797,0.020596504,69.46778711
4.291699648,0.024024487,81.51260504
4.114629269,0.021350622,81.51260504
4.056315899,0.025841475,80.95238095
4.095757484,0.022367954,80.95238095
4.143235207,0.021668434,79.83193277
4.009194374,0.021737576,79.83193277
4.118354082,0.023934364,79.83193277
3.982340097,0.023771286,79.83193277
6.839698315,0.02223897,65.54621849
7.1072855,0.021581411,65.54621849
7.103676319,0.021649122,65.54621849
7.206302643,0.022165537,65.54621849
7.345010281,0.021289587,65.26610644
6.923677206,0.021327972,65.26610644
7.457774639,0.020388365,65.26610644
6.92449832,0.023603916,65.26610644
4.352024555,0.021715641,82.07282913
4.261122227,0.021652937,82.07282913
4.169796467,0.021103144,82.07282913
4.327259302,0.021922112,82.07282913
4.440760851,0.023669481,81.51260504
4.248877287,0.024234533,81.51260504
4.305694818,0.021437168,81.232493
4.43290329,0.021589518,81.232493
7.123109818,0.0251472,71.42857143
7.262203455,0.022207737,71.42857143
6.996369362,0.021747589,71.42857143
6.887863874,0.024306059,71.42857143
6.974793196,0.021983147,70.0280112
6.957933426,0.021904469,70.0280112
6.878038645,0.022370815,69.46778711
7.069391966,0.022042513,69.46778711
4.324823856,0.021607399,81.51260504
4.047049522,0.021455526,81.51260504
4.235754967,0.02295804,80.95238095
4.05869031,0.023822069,80.95238095
4.114724159,0.020865679,79.83193277
4.315728426,0.022168636,79.83193277
4.114639759,0.021132946,79.83193277
4.163925171,0.022826195,79.83193277
6.758763075,0.022469044,65.54621849
6.673815489,0.022433043,65.54621849
6.757176876,0.021280289,65.54621849
7.046188116,0.02133441,65.54621849
6.983729839,0.02021575,65.26610644
6.801618814,0.021678686,65.26610644
6.79621911,0.024667263,65.26610644
6.74296093,0.021136045,65.26610644
11.81294584,0.043227911,89.91596639
11.96516538,0.044452667,89.91596639
11.90453506,0.043928623,90.75630252
11.38962245,0.042422056,90.75630252
12.23145628,0.045792341,91.03641457
11.96383405,0.047632694,91.03641457
11.84101582,0.042335272,89.91596639
12.12382364,0.045989513,89.91596639
22.81677699,0.046674728,89.3557423
22.79334235,0.045430899,89.3557423
21.64866948,0.045545101,89.63585434
21.35336828,0.044454098,89.63585434
22.70284867,0.048526287,89.3557423
22.94532657,0.043828249,89.3557423
22.01157904,0.049163342,90.19607843
22.26304007,0.045779705,90.19607843
13.18088436,0.052824259,90.19607843
13.22480392,0.045664072,90.19607843
11.62488842,0.042073011,90.19607843
11.74798346,0.041361809,90.19607843
13.74264622,0.047245502,89.3557423
13.37090921,0.046777725,89.3557423
12.76894927,0.04609251,90.19607843
12.87426448,0.04526782,90.19607843
25.83577037,0.049704075,89.3557423
25.58094645,0.048633337,89.3557423
19.91450405,0.03660655,89.3557423
20.42009258,0.036922932,89.3557423
25.22893763,0.045077085,88.79551821
26.4995029,0.048386335,88.79551821
22.05132484,0.039877415,89.07563025
22.17362666,0.045138836,89.07563025
12.41133213,0.04786396,89.91596639
12.021559,0.046182156,89.91596639
11.60696769,0.043170929,90.75630252
11.51893282,0.046908617,90.75630252
12.13792658,0.044477224,91.03641457
12.56771469,0.050492048,91.03641457
11.88674545,0.044373512,89.91596639
12.08574271,0.047688246,89.91596639
22.69645047,0.045737982,89.3557423
23.08836913,0.052053452,89.3557423
21.18820357,0.042879581,89.63585434
21.0608232,0.043073654,89.63585434
22.71201515,0.04834342,89.3557423
22.42369246,0.04232049,89.3557423
22.50390506,0.044365644,90.19607843
21.99466777,0.047083139,90.19607843
13.23040009,0.047919035,90.19607843
13.2743268,0.048818827,90.19607843
12.34645391,0.047426462,90.19607843
11.94098711,0.04198885,90.19607843
13.38520241,0.045923948,89.3557423
13.46579695,0.046987534,89.3557423
13.35251999,0.046303034,90.19607843
13.48798013,0.04994297,90.19607843
25.56560731,0.047862053,89.3557423
26.18490076,0.051292658,89.3557423
20.08821893,0.035395861,89.3557423
20.07708573,0.037285328,89.3557423
26.46812201,0.043469667,88.79551821
25.78971767,0.044717789,88.79551821
22.26792836,0.044383764,89.07563025
22.47419977,0.038812637,89.07563025
14.63454771,0.056140423,86.83473389
14.90294099,0.054353714,86.83473389
14.01204896,0.048973083,85.99439776
13.50359154,0.051456451,85.99439776
14.00094843,0.056647539,85.71428571
13.9946909,0.05708313,85.71428571
13.61792183,0.050165653,85.71428571
13.50136828,0.048952579,85.71428571
27.5783298,0.053762913,84.87394958
28.31891918,0.053832054,84.87394958
25.15426993,0.044065952,83.7535014
25.39705229,0.056818247,83.7535014
26.01463103,0.043928623,83.7535014
25.86312509,0.046185255,83.7535014
25.49341631,0.042021275,83.7535014
24.804353,0.046259403,83.7535014
14.90865946,0.054203033,89.63585434
15.06347322,0.052168369,89.63585434
14.14212084,0.047662973,88.79551821
14.13786697,0.049052954,88.79551821
14.32576704,0.050433874,89.07563025
14.58801579,0.047385931,89.07563025
14.12341928,0.047361135,88.23529412
14.11586881,0.047537565,88.23529412
28.17276812,0.049633503,81.51260504
28.64488268,0.051693439,81.51260504
27.23493934,0.038411379,81.232493
26.6418047,0.042510986,81.232493
26.41794729,0.040313721,80.95238095
26.60751796,0.042987347,80.95238095
26.4390471,0.04604435,80.95238095
26.72285676,0.045322657,80.95238095
14.86292505,0.061493635,86.83473389
14.88146687,0.059306622,86.83473389
14.06057572,0.049784422,85.99439776
13.73563337,0.049883842,85.99439776
14.25221109,0.052225351,85.71428571
14.33073854,0.050178051,85.71428571
13.5761795,0.048478365,85.71428571
13.91744065,0.051882267,85.71428571
27.14952564,0.052176714,84.87394958
27.85013032,0.050811768,84.87394958
25.15848804,0.043035269,83.7535014
25.20553708,0.042588711,83.7535014
26.06586075,0.04314661,83.7535014
25.75490904,0.053220987,83.7535014
25.39033628,0.043422461,83.7535014
24.99230218,0.044505358,83.7535014
14.84130812,0.052550316,89.63585434
15.31666303,0.064104557,89.63585434
14.26269674,0.047539711,88.79551821
14.25523829,0.046295881,88.79551821
14.45896745,0.049428701,89.07563025
14.95750332,0.050384521,89.07563025
14.14301682,0.048223257,88.23529412
14.4219861,0.051283836,88.23529412
29.23424077,0.05096674,81.51260504
28.50018001,0.050242424,81.51260504
27.19136834,0.043283939,81.232493
27.14218736,0.042831421,81.232493
26.87632775,0.043346167,80.95238095
27.37168312,0.040194988,80.95238095
26.96030641,0.05137372,80.95238095
27.41669011,0.044959307,80.95238095
2.152140617,0.012362242,90.19607843
2.170730829,0.013002396,90.19607843
2.057478666,0.011615992,87.67507003
2.154032946,0.013666868,87.67507003
2.153719425,0.012264252,87.39495798
2.109025478,0.01239109,87.39495798
2.129838467,0.014484882,85.71428571
2.111365557,0.013108969,85.71428571
3.480781317,0.013610363,90.75630252
3.535464048,0.013339043,90.75630252
3.488821745,0.012941837,87.39495798
3.470568895,0.011945724,87.39495798
3.489322662,0.012073278,87.95518207
3.52613759,0.012924433,87.95518207
3.591608524,0.01184392,85.71428571
3.71418643,0.014177322,85.71428571
2.186587334,0.014043808,88.23529412
2.041787624,0.012629032,88.23529412
1.993481874,0.013774872,86.83473389
2.100578308,0.013079643,86.83473389
2.034279585,0.013564587,87.11484594
1.978254318,0.012372732,87.11484594
2.112529516,0.012449741,85.43417367
2.093500614,0.013872385,85.43417367
3.371159315,0.012316704,90.19607843
3.440629005,0.014609337,90.19607843
3.346671343,0.012710571,86.55462185
3.355414391,0.012328625,86.55462185
3.451125622,0.012473822,87.67507003
3.352245808,0.012296677,87.67507003
3.378356934,0.013336897,85.71428571
3.353641272,0.013102293,85.71428571
2.091335297,0.013425827,90.19607843
2.152844191,0.012639046,90.19607843
2.071565151,0.012162209,87.67507003
2.106152296,0.01305604,87.67507003
2.200085163,0.012931585,87.39495798
2.170251369,0.013790846,87.39495798
2.236894608,0.013852835,85.71428571
2.321816921,0.013405323,85.71428571
3.466850281,0.012613297,90.75630252
3.500031948,0.013133287,90.75630252
3.411326408,0.012017727,87.39495798
3.455524683,0.014044762,87.39495798
3.584487438,0.012480497,87.95518207
3.384526253,0.012731552,87.95518207
3.421967506,0.013527155,85.71428571
3.408968449,0.014252901,85.71428571
2.094848633,0.013257504,88.23529412
2.150866747,0.01177907,88.23529412
1.964676619,0.011964083,86.83473389
2.050331116,0.012969255,86.83473389
2.043611765,0.012125969,87.11484594
2.123166561,0.012278318,87.11484594
1.966311455,0.01223731,85.43417367
2.118720293,0.012487888,85.43417367
3.431224346,0.01289463,90.19607843
3.369868279,0.012969971,90.19607843
3.57456398,0.012067556,86.55462185
3.594862223,0.012718439,86.55462185
3.600126266,0.013320923,87.67507003
3.439142942,0.015123606,87.67507003
3.395132542,0.012290239,85.71428571
3.348926306,0.011573076,85.71428571
2.152295589,0.012598515,82.07282913
2.217487097,0.011853218,82.07282913
2.059373617,0.012503624,82.35294118
2.137708187,0.012526512,82.35294118
2.096149683,0.013590813,82.07282913
2.107682228,0.012252569,82.07282913
2.010473967,0.012397766,80.95238095
2.165738344,0.012343884,80.95238095
3.461722612,0.012353659,71.42857143
3.417819738,0.013301611,71.42857143
3.548466921,0.013073683,70.86834734
3.460329533,0.012476206,70.86834734
3.627613544,0.013225555,69.46778711
3.376231432,0.014595032,69.46778711
3.726873159,0.012392998,69.46778711
3.593267441,0.014310122,69.46778711
2.338208675,0.012226582,81.79271709
2.109850645,0.013569593,81.79271709
1.976749897,0.012025833,81.232493
2.148743391,0.013532639,81.232493
2.153637171,0.014409304,80.67226891
2.035441875,0.01188755,80.67226891
2.018261433,0.011841297,79.83193277
2.097296715,0.012956381,79.83193277
3.663257122,0.011604548,65.54621849
3.42007494,0.012284517,65.54621849
3.408826828,0.011434317,65.54621849
3.370989323,0.012225389,65.54621849
3.456232071,0.011985064,65.26610644
3.377091646,0.013914108,65.26610644
3.510873795,0.011118412,65.26610644
3.391218662,0.011166096,65.26610644
2.250110626,0.013104677,82.07282913
2.25187254,0.012377024,82.07282913
2.085319757,0.011447906,82.35294118
2.211995363,0.014047861,82.35294118
2.212719679,0.013910294,82.07282913
2.174799442,0.015117645,82.07282913
2.251572132,0.012769699,80.95238095
2.275952816,0.013506651,80.95238095
3.509793282,0.012814999,71.42857143
3.480620861,0.011507273,71.42857143
3.447159767,0.011823893,70.86834734
3.504045725,0.012337923,70.86834734
3.614572763,0.014153719,69.46778711
3.428249836,0.013422012,69.46778711
3.466531277,0.01261282,69.46778711
3.464622736,0.012667894,69.46778711
2.019138098,0.013423204,81.79271709
2.136166334,0.012491226,81.79271709
1.98019886,0.011983633,81.232493
2.060716391,0.013599634,81.232493
2.066247463,0.012911081,80.67226891
2.133733511,0.011519194,80.67226891
2.055890322,0.013333082,79.83193277
2.102446795,0.012289286,79.83193277
3.548086166,0.012031794,65.54621849
3.472801685,0.011900902,65.54621849
3.608775616,0.011626482,65.54621849
3.72823596,0.0120368,65.54621849
3.547540665,0.011967897,65.26610644
3.379853964,0.013266087,65.26610644
3.417200804,0.01270175,65.26610644
3.515505075,0.01342845,65.26610644
7.080683947,0.031122923,90.75630252
6.896361589,0.027680874,90.75630252
6.635810137,0.025397062,89.91596639
6.704421997,0.024759769,89.91596639
7.044616222,0.026376963,90.47619048
7.015829802,0.025856495,90.47619048
7.083268404,0.025293112,89.07563025
6.491075039,0.027462959,89.07563025
12.69290972,0.02771163,89.63585434
12.66868782,0.026441574,89.63585434
11.96934557,0.032124758,89.91596639
12.57054496,0.025805473,89.91596639
12.36475945,0.024759531,89.91596639
12.26116538,0.02520752,89.91596639
12.22758245,0.0309515,88.51540616
12.43807697,0.02509737,88.51540616
7.317022085,0.028407812,89.91596639
7.537187815,0.032132626,89.91596639
6.859922171,0.025495052,89.91596639
6.867071867,0.025334835,89.91596639
7.101592541,0.02598381,89.07563025
7.120428562,0.032529831,89.07563025
6.911603928,0.025157452,89.91596639
6.862978697,0.026959181,89.91596639
13.87058401,0.029401064,89.63585434
13.61869264,0.026485205,89.63585434
13.54988217,0.024695873,89.3557423
13.33033419,0.02563262,89.3557423
13.43530273,0.026937723,88.79551821
13.731112,0.02632761,88.79551821
13.19924521,0.025571585,89.3557423
13.38493752,0.024382114,89.3557423
6.812583447,0.02760148,90.75630252
6.839747667,0.026939154,90.75630252
6.542194128,0.02464366,89.91596639
6.775384188,0.027487755,89.91596639
6.729022741,0.02519989,90.47619048
6.661934853,0.027460098,90.47619048
6.460175514,0.024861097,89.07563025
6.532011747,0.02455163,89.07563025
12.68161941,0.028488636,89.63585434
12.43230033,0.029162169,89.63585434
12.16241598,0.024478436,89.91596639
11.92988396,0.024347544,89.91596639
11.98969221,0.025517702,89.91596639
12.08407855,0.024230957,89.91596639
12.0119946,0.027956724,88.51540616
12.55499244,0.025785923,88.51540616
7.194255829,0.033285141,89.91596639
7.160766125,0.028202057,89.91596639
6.79532218,0.025194407,89.91596639
6.782702208,0.025517702,89.91596639
7.069557667,0.026393175,89.07563025
6.963035822,0.025375605,89.07563025
6.91429162,0.028247356,89.91596639
7.325861216,0.02829051,89.91596639
13.30837607,0.027159214,89.63585434
13.30374336,0.033423901,89.63585434
13.30298853,0.025046587,89.3557423
13.27769041,0.027058125,89.3557423
13.25857544,0.025038958,88.79551821
12.99637985,0.033363342,88.79551821
12.96517587,0.024725914,89.3557423
13.13416958,0.02458787,89.3557423
7.176608562,0.029350042,87.67507003
7.5171175,0.028799534,87.67507003
6.5164361,0.024442196,85.43417367
6.494633675,0.026414156,85.43417367
6.806969166,0.027177095,86.2745098
6.70821619,0.028103113,86.2745098
6.453687906,0.026293993,85.99439776
6.848534107,0.026143551,85.99439776
13.38281679,0.026930094,84.59383754
13.56480694,0.026663542,84.59383754
12.28597331,0.024056435,84.87394958
12.26311207,0.022857666,84.87394958
12.5325253,0.026131153,84.03361345
12.871387,0.024652481,84.03361345
12.17749143,0.023400068,84.03361345
12.41448164,0.026557922,84.03361345
7.201049328,0.030284643,88.79551821
7.232652426,0.028490305,88.79551821
6.90393424,0.027828932,88.51540616
6.913496494,0.02542448,88.51540616
7.36853838,0.028072119,88.51540616
7.062972546,0.025803566,88.51540616
6.811579227,0.029429436,87.67507003
6.804418087,0.027960539,87.67507003
13.47380757,0.025213003,81.79271709
13.41274405,0.026079416,81.79271709
12.95349836,0.022258997,81.232493
12.54879522,0.021400452,81.232493
12.77879024,0.021174908,80.95238095
12.83418822,0.022746801,80.95238095
12.77392268,0.022908688,80.67226891
13.13148308,0.020745277,80.67226891
7.145041227,0.028140306,87.67507003
7.193454504,0.02716589,87.67507003
6.633505106,0.02646184,85.43417367
6.595596075,0.026006222,85.43417367
6.785652637,0.028581142,86.2745098
6.81522274,0.026845694,86.2745098
6.551118612,0.025184155,85.99439776
6.829562187,0.025476694,85.99439776
13.44375157,0.025715351,84.59383754
13.23959708,0.027932882,84.59383754
12.36501455,0.023821592,84.87394958
12.2294991,0.024449825,84.87394958
13.11364079,0.023259878,84.03361345
12.61530614,0.023958445,84.03361345
12.11501908,0.025392294,84.03361345
12.26279044,0.023637056,84.03361345
7.286509752,0.027745247,88.79551821
7.325423956,0.029209614,88.79551821
7.432302237,0.024695873,88.51540616
6.898723602,0.027152538,88.51540616
7.126438618,0.027017832,88.51540616
7.096383095,0.028671741,88.51540616
6.881150007,0.027067184,87.67507003
6.959814548,0.024904728,87.67507003
13.7591393,0.029565811,81.79271709
14.12875605,0.027346373,81.79271709
12.91956687,0.021458149,81.232493
12.89741802,0.021125317,81.232493
12.77872872,0.02240634,80.95238095
13.02962208,0.023644209,80.95238095
13.06255364,0.020968914,80.67226891
12.74013186,0.021034479,80.67226891
3.641820669,0.019878864,91.03641457
3.7987113,0.019168615,91.03641457
3.646428108,0.017187357,88.79551821
3.748871803,0.018659115,88.79551821
3.698685646,0.018952847,90.19607843
3.777979851,0.020609617,90.19607843
3.708710194,0.018917799,88.23529412
3.785679102,0.018008947,88.23529412
6.166767359,0.019788027,90.47619048
5.977612734,0.02293992,90.47619048
5.774851561,0.017737865,89.3557423
5.837580919,0.018836021,89.3557423
5.743592262,0.019099951,89.3557423
5.677497387,0.019783735,89.3557423
5.620843887,0.018198967,88.23529412
5.791979313,0.01892519,88.23529412
3.939418077,0.020475388,88.79551821
4.010937929,0.018682718,88.79551821
3.925630569,0.019119263,89.07563025
3.970036983,0.021114111,89.07563025
4.170286894,0.017624378,89.91596639
3.888614655,0.018188715,89.91596639
4.004382133,0.019496202,88.79551821
3.826329231,0.018467426,88.79551821
6.285824776,0.018038988,91.03641457
6.223834038,0.018971682,91.03641457
6.194427967,0.019509554,89.3557423
6.231432915,0.019042969,89.3557423
6.235889196,0.021187544,90.19607843
6.238057852,0.019400597,90.19607843
6.414556503,0.021261215,89.63585434
6.576984167,0.018880129,89.63585434
3.706408024,0.017752409,91.03641457
3.745328188,0.018974066,91.03641457
3.689498901,0.017734766,88.79551821
3.719844818,0.019996166,88.79551821
3.711024046,0.017931461,90.19607843
3.828197718,0.018715382,90.19607843
3.760536671,0.019584656,88.23529412
3.866172075,0.019105911,88.23529412
5.777884722,0.018586397,90.47619048
5.835264683,0.019629002,90.47619048
5.757867813,0.019515038,89.3557423
5.924286842,0.019665718,89.3557423
6.114917755,0.019049644,89.3557423
5.747411251,0.019177437,89.3557423
5.744556427,0.018423796,88.23529412
5.85496068,0.019077778,88.23529412
3.966605186,0.020118952,88.79551821
3.934460163,0.019114733,88.79551821
4.044119358,0.018159628,89.07563025
3.838662148,0.02107358,89.07563025
3.98123312,0.020265579,89.91596639
3.884906769,0.019409657,89.91596639
3.978206158,0.019142389,88.79551821
3.923385143,0.018404245,88.79551821
6.408588886,0.02093482,91.03641457
6.454584122,0.018247128,91.03641457
6.317544699,0.019011736,89.3557423
6.356127977,0.018885851,89.3557423
6.301207542,0.018289566,90.19607843
6.192320108,0.019338369,90.19607843
6.211165667,0.021447659,89.63585434
6.307522774,0.018751383,89.63585434
3.742243767,0.018306255,82.07282913
3.656251669,0.018527985,82.07282913
3.763557434,0.018496513,82.07282913
3.828514576,0.019227982,82.07282913
3.9623487,0.019092083,81.51260504
3.682666063,0.01902771,81.51260504
3.873944521,0.021011114,81.232493
3.688310623,0.018070459,81.232493
6.075736284,0.018854856,71.42857143
5.83552146,0.019513369,71.42857143
5.736044407,0.019151926,71.42857143
5.924277544,0.018614054,71.42857143
5.75545001,0.018811703,70.0280112
5.827501297,0.018603325,70.0280112
5.827981472,0.018812656,69.46778711
6.06512475,0.018489838,69.46778711
3.985167503,0.0179739,81.51260504
4.001405954,0.020267248,81.51260504
3.888590097,0.018655777,80.95238095
3.982720375,0.01750803,80.95238095
3.894174337,0.018078566,79.83193277
3.982500076,0.018254995,79.83193277
3.898027182,0.019164801,79.83193277
3.97687149,0.020181179,79.83193277
6.2152071,0.020107508,65.54621849
6.289303541,0.017961979,65.54621849
6.212543488,0.01820302,65.54621849
6.451616287,0.019406319,65.54621849
6.522637844,0.018588543,65.26610644
6.468319178,0.02057457,65.26610644
6.726778507,0.021255493,65.26610644
6.614724398,0.018910408,65.26610644
3.684844971,0.018081903,82.07282913
3.763236046,0.018419743,82.07282913
3.743344069,0.018078089,82.07282913
3.779581785,0.019175768,82.07282913
3.704690456,0.019492626,81.51260504
3.776331425,0.017604589,81.51260504
3.749239445,0.018233061,81.232493
3.837251186,0.019077301,81.232493
6.060940742,0.020659447,71.42857143
5.791297674,0.017577171,71.42857143
5.802974224,0.021268368,71.42857143
5.866188526,0.018782616,71.42857143
5.852013111,0.019906521,70.0280112
5.70223403,0.018081903,70.0280112
5.778100491,0.018054247,69.46778711
5.79957509,0.01805234,69.46778711
3.978640318,0.019723654,81.51260504
3.981342316,0.01770401,81.51260504
3.939334869,0.01865387,80.95238095
3.995401621,0.021493673,80.95238095
4.186588526,0.018563032,79.83193277
3.941900492,0.017987013,79.83193277
3.958702087,0.019858837,79.83193277
3.85993886,0.018637419,79.83193277
6.406925917,0.019148111,65.54621849
6.283530712,0.02123642,65.54621849
6.208473921,0.019046068,65.54621849
6.313317537,0.028928518,65.54621849
6.287209749,0.019386053,65.26610644
6.251288652,0.019149542,65.26610644
6.518153667,0.018982172,65.26610644
6.612925291,0.019764185,65.26610644
10.28619647,0.032877207,89.91596639
10.59336495,0.032725573,89.91596639
9.877762556,0.032537222,90.75630252
9.975995302,0.030350447,90.75630252
10.7594142,0.032123089,91.03641457
10.76941109,0.034552574,91.03641457
10.25020742,0.03494978,89.91596639
10.49723101,0.033140898,89.91596639
18.94722033,0.033973217,89.3557423
19.22656107,0.038068056,89.3557423
17.3552072,0.031395912,89.63585434
17.12701154,0.030807495,89.63585434
18.51349401,0.033164024,89.3557423
18.47864342,0.033629179,89.3557423
18.06258917,0.032442808,90.19607843
18.01975226,0.040554523,90.19607843
12.71350694,0.037439823,90.19607843
12.55139232,0.032879353,90.19607843
11.22276425,0.031787872,90.19607843
11.16810346,0.030631781,90.19607843
13.03071499,0.032796621,89.3557423
13.21930242,0.033559084,89.3557423
12.234514,0.03164196,90.19607843
12.18536043,0.035962105,90.19607843
23.468256,0.037555695,89.3557423
24.17865324,0.036959887,89.3557423
18.27754784,0.026105642,89.3557423
18.2799325,0.026017427,89.3557423
23.82243705,0.036992073,88.79551821
23.35908341,0.031220198,88.79551821
20.21476746,0.029649973,89.07563025
20.74149752,0.034773827,89.07563025
10.76465535,0.034990549,89.91596639
11.11769915,0.03196311,89.91596639
10.43562698,0.036927938,90.75630252
10.3073957,0.035174608,90.75630252
11.27020574,0.035781384,91.03641457
10.53067183,0.03564477,91.03641457
10.83036327,0.034097433,89.91596639
10.18922567,0.032302618,89.91596639
18.96480608,0.033761024,89.3557423
18.46340919,0.03433609,89.3557423
